,baseOrig,compOrig,baseCharStart,baseCharEnd,baseWdStart,baseWdEnd,baseRefStart,baseRefEnd,compCharStart,compCharEnd,compWdStart,compWdEnd,compRefStart,compRefEnd,baseStr,compStr,bRange,cRange,baseOrder,compOrder,lev,jac,lcsseq
774,ref-bible.0105.25.13.5-ref-bible.0105.25.15.5,ref-sifre-d.294.3.8-ref-sifre-d.294.4.6,389799,389887,65251,65265,ref-bible.105.25.13.5,ref-bible.105.25.15.5,278868,278974,46643,46661,ref-sifre-d.294.3.8,ref-sifre-d.294.4.6,אבן ואבן גדולה וקטנה לא יהיה לך בביתך איפה ואיפה גדולה וקטנה אבן שלמה וצדק יהיה לך ,אבן שלמה וצדק הרי הוא ב יהיה לך ואם עברת על אבן ואבן הרי הוא ב לא יהיה לך לא יהיה לך בביתך איפה ואיפה ,17,25,774,1059,0.6568627450980392,0.36283185840707965,0.5392156862745098
775,ref-bible.0105.25.18.1-ref-bible.0105.25.18.8,ref-sifre-d.296.4.1-ref-sifre-d.296.5.5,390048,390089,65290,65297,ref-bible.105.25.18.1,ref-bible.105.25.18.8,280948,281010,47008,47020,ref-sifre-d.296.4.1,ref-sifre-d.296.5.5,אשר קרך בדרך ויזנב בך כל הנחשלים אחריך ,אשר קרך בדרך אין קרך אלא נזדמן לך ויזנב בך כל הנחשלים אחריך ,8,13,775,1064,0.35,0.35,0.35
777,ref-bible.0105.25.18.9-ref-bible.0105.25.19.8,ref-sifre-d.296.6.1-ref-sifre-d.296.8.9,390090,390165,65298,65309,ref-bible.105.25.18.9,ref-bible.105.25.19.8,281088,281176,47033,47048,ref-sifre-d.296.6.1,ref-sifre-d.296.8.9,ואתה עיף ויגע ולא ירא אלהים והיה בהניח יהוה אלהיך לך מכל איביך מסביב ,ואתה עיף ויגע ישראל ולא ירא א להים עמלק והיה בהניח ה' א להיך לך מכל אויביך מסביב ,14,18,777,1065,0.20987654320987653,0.1707317073170732,0.18518518518518517
778,ref-bible.0105.25.19.16-ref-bible.0105.25.19.22,ref-sifre-d.296.9.19-ref-sifre-d.296.10.6,390199,390233,65312,65317,ref-bible.105.25.19.16,ref-bible.105.25.19.22,281291,281324,47067,47072,ref-sifre-d.296.9.19,ref-sifre-d.296.10.6,לרשתה תמחה את זכר עמלק מתחת השמים ,תירש תמחה את זכר עמלק מתחת השמים ,7,7,778,1066,0.11764705882352941,0.08571428571428574,0.08823529411764706
779,ref-bible.0105.25.19.17-ref-bible.0105.25.19.22,ref-sifre-d.296.10.12-ref-sifre-d.296.10.18,390205,390233,65313,65317,ref-bible.105.25.19.17,ref-bible.105.25.19.22,281349,281381,47075,47080,ref-sifre-d.296.10.12,ref-sifre-d.296.10.18,תמחה את זכר עמלק מתחת השמים ,מחה אמחה את זכר עמלק מתחת השמים ,6,7,779,1069,0.15625,0.18181818181818177,0.15625
780,ref-bible.0105.26.1.12-ref-bible.0105.26.2.4,ref-sifre-d.297.3.1-ref-sifre-d.297.4.4,390291,390337,65324,65330,ref-bible.105.26.1.12,ref-bible.105.26.2.4,281760,281845,47146,47159,ref-sifre-d.297.3.1,ref-sifre-d.297.4.4,וירשתה וישבת בה ולקחת מראשית כל פרי האדמה ,וירשתה וישבתה בה מה שתירש תכבש ותשב בשכר שתירש תשב ולקחת מראשית כל פרי האדמה ,8,15,780,1071,0.45454545454545453,0.4545454545454546,0.45454545454545453
781,ref-bible.0105.26.3.1-ref-bible.0105.26.3.8,ref-sifre-d.298.3.1-ref-sifre-d.298.3.10,390436,390478,65341,65348,ref-bible.105.26.3.1,ref-bible.105.26.3.8,283680,283728,47474,47482,ref-sifre-d.298.3.1,ref-sifre-d.298.3.10,ובאת אל הכהן אשר יהיה בימים ההם ואמרת ,ובאת אל הכהן אשר יהיה בימים ההם זו היא שאמר ,8,10,781,1074,0.18181818181818182,0.1777777777777778,0.1590909090909091
782,ref-bible.0105.26.4.1-ref-bible.0105.26.4.7,ref-sifre-d.63.9.6-ref-sifre-d.63.9.12,390556,390596,65358,65364,ref-bible.105.26.4.1,ref-bible.105.26.4.7,111892,111932,18726,18732,ref-sifre-d.63.9.6,ref-sifre-d.63.9.12,ולקח הכהן הטנא מידך והניחו לפני מזבח ,ולקח הכהן הטנא מידך והניחו לפני מזבח ,7,7,782,491,0.0,0.0,0.0
783,ref-bible.0105.26.5.2-ref-bible.0105.26.5.9,ref-sifre-d.301.3.1-ref-sifre-d.301.3.10,390615,390656,65368,65373,ref-bible.105.26.5.2,ref-bible.105.26.5.9,284842,284887,47665,47672,ref-sifre-d.301.3.1,ref-sifre-d.301.3.10,ואמרת לפני יהוה אלהיך ארמי אבד אבי וירד ,ואמרת לפני ה' א' ארמי אובד אבי מלמד שלא ירד ,8,10,783,1076,0.38636363636363635,0.31999999999999995,0.2727272727272727
784,ref-bible.0105.26.5.8-ref-bible.0105.26.5.18,ref-sifre-d.301.4.59-ref-sifre-d.301.5.4,390647,390701,65372,65382,ref-bible.105.26.5.8,ref-bible.105.26.5.18,285242,285280,47741,47747,ref-sifre-d.301.4.59,ref-sifre-d.301.5.4,אבי וירד מצרימה ויגר שם במתי מעט ויהי שם לגוי גדול ,ירדו אבותיך מצרימה ויהי שם לגוי גדול ,11,7,784,1080,0.49019607843137253,0.3076923076923077,0.4117647058823529
785,ref-bible.0105.26.10.8-ref-bible.0105.26.11.13,ref-sifre-d.301.34.4-ref-sifre-d.301.37.4,391017,391152,65427,65447,ref-bible.105.26.10.8,ref-bible.105.26.11.13,288122,288250,48218,48240,ref-sifre-d.301.34.4,ref-sifre-d.301.37.4,אשר נתתה לי יהוה והנחתו לפני יהוה אלהיך והשתחוית לפני יהוה אלהיך ושמחת בכל הטוב אשר נתן לך יהוה אלהיך ולביתך אתה והלוי והגר אשר ,שמחות בשעת שמחה בכל הטוב זה השיר אשר נתן לך ה' א להיך ולביתך מלמד שאדם מביא בכורים מנכסי אשתו וקורא אתה והלוי והגר אשר ,25,25,785,1106,0.6171875,0.3856209150326797,0.484375
787,ref-bible.0105.26.12.3-ref-bible.0105.26.12.11,ref-sifre-d.105.1.1-ref-sifre-d.105.1.13,391167,391214,65451,65458,ref-bible.105.26.12.3,ref-bible.105.26.12.11,142563,142628,23851,23862,ref-sifre-d.105.1.1,ref-sifre-d.105.1.13,לעשר את כל מעשר תבואתך בשנה השלישת שנת המעשר ,עשר תעשר את כל תבואת זרעך היוצא השדה שנה שנה מלמד שאין מעשרים ,9,13,787,601,0.5806451612903226,0.3538461538461538,0.5
788,ref-bible.0105.26.12.3-ref-bible.0105.26.12.11,ref-sifre-d.302.1.86-ref-sifre-d.302.1.101,391167,391214,65451,65458,ref-bible.105.26.12.3,ref-bible.105.26.12.11,288960,289059,48366,48380,ref-sifre-d.302.1.86,ref-sifre-d.302.1.101,לעשר את כל מעשר תבואתך בשנה השלישת שנת המעשר ,במעשר בבעור תלמוד לומר בשנה השלישית שנה שחייבת במעשר יצאת שנה שביעית שאינה חייבת במעשר יכול ,9,16,788,1108,0.6847826086956522,0.5268817204301075,0.6413043478260869
790,ref-bible.0105.26.12.3-ref-bible.0105.26.12.19,ref-sifre-d.302.1.117-ref-sifre-d.303.2.3,391167,391270,65451,65466,ref-bible.105.26.12.3,ref-bible.105.26.12.19,289132,289241,48391,48404,ref-sifre-d.302.1.117,ref-sifre-d.303.2.3,לעשר את כל מעשר תבואתך בשנה השלישת שנת המעשר ונתתה ללוי לגר ליתום ולאלמנה ואכלו בשעריך ושבעו ,מעשרות תלמוד לומר מעשר תבואתך ריבה ונתת ללוי לגר ליתום ולאלמנה תן לכל אחד ואחד חלקו ואכלו בשעריך ושבעו ,17,19,790,1110,0.5145631067961165,0.2807017543859649,0.32038834951456313
791,ref-bible.0105.26.13.15-ref-bible.0105.26.14.7,ref-sifre-d.303.11.10-ref-sifre-d.303.13.11,391354,391439,65476,65491,ref-bible.105.26.13.15,ref-bible.105.26.14.7,289829,289927,48505,48521,ref-sifre-d.303.11.10,ref-sifre-d.303.13.11,ככל מצותך אשר צויתני לא עברתי ממצותיך ולא שכחתי לא אכלתי באני ממנו ולא בערתי ממנו ,כלום כאשר צויתני לא נתתיו למי שאינו ראוי לא עברתי ממצותי' ולא הפרשתי ממין על שאינו מינו לא מן ,16,19,791,1111,0.5957446808510638,0.2912621359223301,0.425531914893617
792,ref-bible.0105.26.13.19-ref-bible.0105.26.14.8,ref-sifre-d.303.14.1-ref-sifre-d.303.16.4,391376,391445,65480,65492,ref-bible.105.26.13.19,ref-bible.105.26.14.8,290018,290129,48540,48559,ref-sifre-d.303.14.1,ref-sifre-d.303.16.4,לא עברתי ממצותיך ולא שכחתי לא אכלתי באני ממנו ולא בערתי ממנו בטמא ,ולא שכחתי לא שכחתי מהזכיר שמך ולברכך לא אכלתי באוני ממנו הא אם אכלו אינו יכול להתוודות ולא בערתי ממנו בטמא ,13,21,792,1112,0.5327102803738317,0.4128440366972477,0.4953271028037383
793,ref-bible.0105.26.13.22-ref-bible.0105.26.14.8,ref-sifre-d.72.5.6-ref-sifre-d.72.5.13,391394,391445,65483,65492,ref-bible.105.26.13.22,ref-bible.105.26.14.8,117574,117615,19680,19687,ref-sifre-d.72.5.6,ref-sifre-d.72.5.13,ולא שכחתי לא אכלתי באני ממנו ולא בערתי ממנו בטמא ,לא אכלתי באוני ממנו ולא בערתי ממנו בטמא ,10,8,793,511,0.22448979591836735,0.18367346938775508,0.20408163265306123
795,ref-bible.0105.26.14.1-ref-bible.0105.26.14.12,ref-sifre-d.303.16.14-ref-sifre-d.303.17.7,391405,391465,65485,65496,ref-bible.105.26.14.1,ref-bible.105.26.14.12,290173,290210,48569,48576,ref-sifre-d.303.16.14,ref-sifre-d.303.17.7,לא אכלתי באני ממנו ולא בערתי ממנו בטמא ולא נתתי ממנו למת ,טמא ולא נתתי ממנו למת לא לקחתי ממנו ,12,8,795,1114,0.543859649122807,0.423728813559322,0.5263157894736842
797,ref-bible.0105.26.14.17-ref-bible.0105.26.15.4,ref-sifre-d.303.18.1-ref-sifre-d.303.19.4,391488,391539,65501,65508,ref-bible.105.26.14.17,ref-bible.105.26.15.4,290323,290391,48597,48607,ref-sifre-d.303.18.1,ref-sifre-d.303.19.4,עשיתי ככל אשר צויתני השקיפה ממעון קדשך מן השמים ,עשיתי ככל אשר צויתני שמחתי ושמחתי בו השקיפה ממעון קדשך מן השמים ,9,12,797,1116,0.25,0.25,0.25
798,ref-bible.0105.26.15.1-ref-bible.0105.26.15.4,ref-sifre-d.303.19.15-ref-sifre-d.303.19.18,391510,391539,65505,65508,ref-bible.105.26.15.1,ref-bible.105.26.15.4,290440,290469,48617,48620,ref-sifre-d.303.19.15,ref-sifre-d.303.19.18,השקיפה ממעון קדשך מן השמים ,השקיפה ממעון קדשך מן השמים ,5,5,798,1117,0.0,0.0,0.0
799,ref-bible.0105.27.26.9-ref-bible.0105.28.1.12,ref-sifre-d.41.1.23-ref-sifre-d.41.1.30,393559,393646,65794,65803,ref-bible.105.27.26.9,ref-bible.105.28.1.12,68658,68697,11536,11543,ref-sifre-d.41.1.23,ref-sifre-d.41.1.30,לעשות אותם ואמר כל העם אמן והיה אם שמוע תשמע בקול יהוה אלהיך לשמר לעשות את כל מצותיו ,"במעשה ת""ל והיה אם שמוע תשמעו אל מצותי ",18,8,799,267,0.611764705882353,0.5697674418604651,0.6
800,ref-bible.0105.28.5.1-ref-bible.0105.28.6.6,ref-sifre-d.40.10.67-ref-sifre-d.40.10.80,393863,393914,65836,65843,ref-bible.105.28.5.1,ref-bible.105.28.6.6,66772,66858,11249,11261,ref-sifre-d.40.10.67,ref-sifre-d.40.10.80,ברוך טנאך ומשארתך ברוך אתה בבאך וברוך אתה בצאתך ,ברוך טנאך ומשארתך ומנין אף בכניסה וביציאה שנאמר ברוך אתה בבואך וברוך אתה בצאתך ,9,14,800,254,0.3924050632911392,0.3924050632911392,0.3924050632911392
801,ref-bible.0105.28.8.1-ref-bible.0105.28.8.9,ref-sifre-d.40.10.28-ref-sifre-d.40.10.36,394003,394048,65859,65866,ref-bible.105.28.8.1,ref-bible.105.28.8.9,66556,66600,11214,11221,ref-sifre-d.40.10.28,ref-sifre-d.40.10.36,יצו יהוה אתך את הברכה באסמיך ובכל משלח ידך ,יצו ה' אתך את הברכה באסמיך ובכל משלח ידיך ,9,9,801,252,0.09302325581395349,0.06818181818181823,0.06976744186046512
802,ref-bible.0105.28.12.1-ref-bible.0105.28.12.16,ref-sifre-d.306.4.58-ref-sifre-d.306.4.72,394308,394382,65906,65918,ref-bible.105.28.12.1,ref-bible.105.28.12.16,298413,298487,49975,49987,ref-sifre-d.306.4.58,ref-sifre-d.306.4.72,יפתח יהוה לך את אוצרו הטוב את השמים לתת מטר ארצך בעתו ולברך את כל מעשה ,יפתח ה' לך את אוצרו הטוב את השמים לתת מטר ארצך בעתו וכשאין ישראל עושים ,16,15,802,1146,0.22535211267605634,0.20253164556962022,0.16901408450704225
803,ref-bible.0105.28.13.10-ref-bible.0105.28.14.1,ref-sifre-d.41.1.1-ref-sifre-d.41.1.18,394469,394542,65935,65944,ref-bible.105.28.13.10,ref-bible.105.28.14.1,68536,68628,11518,11531,ref-sifre-d.41.1.1,ref-sifre-d.41.1.18,תהיה למטה כי תשמע אל מצות יהוה אלהיך אשר אנכי מצוך היום לשמר ולעשות ולא ,והיה אם שמע תשמעו אל מצותי למה נאמר לפי שהוא אומר ולמדתם אותם ושמרתם לעשותם שומע אני שלא ,15,18,803,263,0.5393258426966292,0.39,0.4606741573033708
804,ref-bible.0105.28.16.1-ref-bible.0105.28.17.3,ref-sifre-d.40.11.43-ref-sifre-d.40.11.53,394747,394797,65965,65973,ref-bible.105.28.16.1,ref-bible.105.28.17.3,67327,67388,11342,11351,ref-sifre-d.40.11.43,ref-sifre-d.40.11.53,ארור אתה בעיר וארור אתה בשדה ארור טנאך ומשארתך ,ארור אתה בעיר ומנין אף בעיסה תלמוד לומר ארור טנאך ומשארתך ,9,11,804,256,0.3275862068965517,0.30645161290322576,0.3275862068965517
806,ref-bible.0105.28.19.1-ref-bible.0105.28.19.6,ref-sifre-d.40.11.60-ref-sifre-d.40.11.65,394849,394881,65983,65988,ref-bible.105.28.19.1,ref-bible.105.28.19.6,67427,67460,11357,11362,ref-sifre-d.40.11.60,ref-sifre-d.40.11.65,ארור אתה בבאך וארור אתה בצאתך ,ארור אתה בבואך וארור אתה בצאתך ,6,6,806,258,0.03225806451612903,0.032258064516129004,0.03225806451612903
807,ref-bible.0105.28.19.5-ref-bible.0105.28.20.7,ref-sifre-d.40.11.29-ref-sifre-d.40.11.37,394871,394915,65987,65993,ref-bible.105.28.19.5,ref-bible.105.28.20.7,67253,67298,11330,11337,ref-sifre-d.40.11.29,ref-sifre-d.40.11.37,אתה בצאתך ישלח יהוה בך את המארה את המהומה ,אותו ואומר ישלח ה' בך את המארה ואת המהומה ,9,9,807,255,0.2619047619047619,0.2857142857142857,0.19047619047619047
808,ref-bible.0105.29.1.16-ref-bible.0105.29.1.22,ref-sifre-d.357.43.8-ref-sifre-d.357.43.14,398872,398913,66672,66677,ref-bible.105.29.1.16,ref-bible.105.29.1.22,389796,389837,65537,65542,ref-sifre-d.357.43.8,ref-sifre-d.357.43.14,בארץ מצרים לפרעה ולכל עבדיו ולכל ארצו ,בארץ מצרים לפרעה ולכל עבדיו ולכל ארצו ,7,7,808,1527,0.0,0.0,0.0
809,ref-bible.0105.29.9.1-ref-bible.0105.29.9.10,ref-sifre-d.48.9.58-ref-sifre-d.48.9.67,399384,399442,66750,66757,ref-bible.105.29.9.1,ref-bible.105.29.9.10,94367,94423,15829,15836,ref-sifre-d.48.9.58,ref-sifre-d.48.9.67,אתם נצבים היום כלכם לפני יהוה אלהיכם ראשיכם שבטיכם זקניכם ,אתם נצבים היום כלכם לפני ה' אלהיכם ראשיכם שבטיכם זקניכם ,10,10,809,384,0.05172413793103448,0.06779661016949157,0.05172413793103448
810,ref-bible.0105.29.25.1-ref-bible.0105.29.25.5,ref-sifre-d.148.8.10-ref-sifre-d.148.8.16,400810,400845,67004,67008,ref-bible.105.29.25.1,ref-bible.105.29.25.5,178688,178732,29829,29835,ref-sifre-d.148.8.10,ref-sifre-d.148.8.16,וילכו ויעבדו אלהים אחרים וישתחוו ,וילך ויעבוד אלהים אחרים ומנין אף למשתחוה ,5,7,810,723,0.34146341463414637,0.31818181818181823,0.2926829268292683
811,ref-bible.0105.29.27.1-ref-bible.0105.29.27.14,ref-sifre-d.43.29.30-ref-sifre-d.43.29.43,400951,401027,67025,67037,ref-bible.105.29.27.1,ref-bible.105.29.27.14,83701,83777,14081,14093,ref-sifre-d.43.29.30,ref-sifre-d.43.29.43,ויתשם יהוה מעל אדמתם באף ובחמה ובקצף גדול וישלכם אל ארץ אחרת כיום הזה ,ויתשם ה' מעל אדמתם באף ובחימה ובקצף גדול וישליכם אל ארץ אחרת כיום הזה ,14,14,811,345,0.07142857142857142,0.05555555555555558,0.04285714285714286
812,ref-bible.0105.30.19.8-ref-bible.0105.30.19.13,ref-sifre-d.53.1.6-ref-sifre-d.53.1.13,402638,402677,67275,67280,ref-bible.105.30.19.8,ref-bible.105.30.19.13,101863,101910,17087,17094,ref-sifre-d.53.1.6,ref-sifre-d.53.1.13,החיים והמות נתתי לפניך הברכה והקללה ,ברכה וקללה לפי שנאמר החיים והמות נתתי לפניך ,6,8,812,444,0.7727272727272727,0.26086956521739135,0.4772727272727273
814,ref-bible.0105.30.19.15-ref-bible.0105.30.19.19,ref-sifre-d.53.1.35-ref-sifre-d.53.1.39,402685,402712,67282,67286,ref-bible.105.30.19.15,ref-bible.105.30.19.19,102034,102061,17116,17120,ref-sifre-d.53.1.35,ref-sifre-d.53.1.39,בחיים למען תחיה אתה וזרעך ,בחיים למען תחיה אתה וזרעך ,5,5,814,445,0.0,0.0,0.0
815,ref-bible.0105.31.7.1-ref-bible.0105.31.7.10,ref-sifre-d.29.7.9-ref-sifre-d.29.7.20,403308,403364,67375,67383,ref-bible.105.31.7.1,ref-bible.105.31.7.10,35445,35507,5994,6003,ref-sifre-d.29.7.9,ref-sifre-d.29.7.20,ויקרא משה ליהושע ויאמר אליו לעיני כל ישראל חזק ואמץ ,ויקרא משה להושע בן נון ויאמר אליו לעיני כל ישראל חזק ואמץ ,10,12,815,152,0.13793103448275862,0.13559322033898302,0.1206896551724138
816,ref-bible.0105.31.7.1-ref-bible.0105.31.7.12,ref-sifre-d.305.2.95-ref-sifre-d.305.2.107,403308,403371,67375,67385,ref-bible.105.31.7.1,ref-bible.105.31.7.12,292233,292302,48923,48934,ref-sifre-d.305.2.95,ref-sifre-d.305.2.107,ויקרא משה ליהושע ויאמר אליו לעיני כל ישראל חזק ואמץ כי אתה ,ויקרא משה ליהושע ויאמר אליו לעיני כל ישראל חזק ואמץ הנה עם שאני ,12,13,816,1123,0.140625,0.13636363636363635,0.140625
817,ref-bible.0105.31.19.13-ref-bible.0105.31.19.18,ref-sifre-d.306.15.63-ref-sifre-d.306.15.68,404624,404654,67576,67581,ref-bible.105.31.19.13,ref-bible.105.31.19.18,302600,302630,50640,50645,ref-sifre-d.306.15.63,ref-sifre-d.306.15.68,למען תהיה לי השירה הזאת לעד ,למען תהיה לי השירה הזאת לעד ,6,6,817,1157,0.0,0.0,0.0
818,ref-bible.0105.31.20.2-ref-bible.0105.31.20.6,ref-sifre-d.43.7.50-ref-sifre-d.43.7.54,404670,404697,67583,67587,ref-bible.105.31.20.2,ref-bible.105.31.20.6,76639,76666,12884,12888,ref-sifre-d.43.7.50,ref-sifre-d.43.7.54,אביאנו אל האדמה אשר נשבעתי ,אביאנו אל האדמה אשר נשבעתי ,5,5,818,309,0.0,0.0,0.0
819,ref-bible.0105.31.20.2-ref-bible.0105.31.20.17,ref-sifre-d.318.1.123-ref-sifre-d.318.1.138,404670,404757,67583,67596,ref-bible.105.31.20.2,ref-bible.105.31.20.17,327345,327434,54809,54822,ref-sifre-d.318.1.123,ref-sifre-d.318.1.138,אביאנו אל האדמה אשר נשבעתי לאבתיו זבת חלב ודבש ואכל ושבע ודשן ופנה אל אלהים אחרים ,אביאנו אל האדמה אשר נשבעתי לאבותיכם זבת חלב ודבש ואכל ושבע ודשן ופנה אל אלהים אחרים ,16,16,819,1236,0.03571428571428571,0.023809523809523836,0.03571428571428571
820,ref-bible.0105.31.26.12-ref-bible.0105.31.27.5,ref-sifre-d.306.15.88-ref-sifre-d.306.15.98,405261,405306,67674,67682,ref-bible.105.31.26.12,ref-bible.105.31.27.5,302740,302800,50665,50675,ref-sifre-d.306.15.88,ref-sifre-d.306.15.98,אלהיכם והיה שם בך לעד כי אנכי ידעתי את מריך ,עד ממהר ואומר ואנכי היודע ועד ואומר ויהי ה' אלהיכם בכם ,10,11,820,1159,0.7636363636363637,0.4285714285714286,0.6727272727272727
821,ref-bible.0105.31.26.12-ref-bible.0105.31.27.5,ref-sifre-d.306.15.91-ref-sifre-d.306.15.99,405261,405306,67674,67682,ref-bible.105.31.26.12,ref-bible.105.31.27.5,302755,302805,50668,50676,ref-sifre-d.306.15.91,ref-sifre-d.306.15.99,אלהיכם והיה שם בך לעד כי אנכי ידעתי את מריך ,ואנכי היודע ועד ואומר ויהי ה' אלהיכם בכם לעד ,10,9,821,1160,0.8222222222222222,0.3207547169811321,0.6222222222222222
822,ref-bible.0105.31.29.27-ref-bible.0105.32.1.1,ref-sifre-d.334.1.36-ref-sifre-d.334.2.8,405624,405695,67732,67742,ref-bible.105.31.29.27,ref-bible.105.32.1.1,346718,346768,58153,58161,ref-sifre-d.334.1.36,ref-sifre-d.334.2.8,ידיכם וידבר משה באזני כל קהל ישראל את דברי השירה הזאת עד תמם האזינו ,ביד אחר וידבר משה את כל דברי השירה הזאת באזני ,14,10,822,1347,0.47058823529411764,0.37142857142857144,0.4411764705882353
823,ref-bible.0105.32.1.6-ref-bible.0105.32.2.5,ref-sifre-d.39.13.17-ref-sifre-d.39.13.23,405724,405756,67747,67753,ref-bible.105.32.1.6,ref-bible.105.32.2.5,64131,64170,10809,10815,ref-sifre-d.39.13.17,ref-sifre-d.39.13.23,אמרי פי יערף כמטר לקחי תזל כטל ,ואומר יערוף כמטר לקחי ואומ' אהיה כטל ,7,7,823,238,0.4594594594594595,0.38095238095238093,0.35135135135135137
824,ref-bible.0105.32.4.1-ref-bible.0105.32.4.14,ref-sifre-d.307.5.1-ref-sifre-d.307.6.5,405830,405896,67768,67780,ref-bible.105.32.4.1,ref-bible.105.32.4.14,311075,311152,52042,52054,ref-sifre-d.307.5.1,ref-sifre-d.307.6.5,הצור תמים פעלו כי כל דרכיו משפט אל אמונה ואין עול צדיק וישר הוא ,"צדיק וישר הוא שהוא מתנהג בישרות עם כל באי העולם ד""א הצור התקיף תמים פעלו ",14,15,824,1175,0.7534246575342466,0.308641975308642,0.5753424657534246
825,ref-bible.0105.32.4.4-ref-bible.0105.32.4.10,ref-sifre-d.307.7.1-ref-sifre-d.307.8.1,405846,405877,67771,67776,ref-bible.105.32.4.4,ref-bible.105.32.4.10,311477,311561,52106,52120,ref-sifre-d.307.7.1,ref-sifre-d.307.8.1,כי כל דרכיו משפט אל אמונה ואין ,כי כל דרכיו משפט יושב עם כל אחד ואחד ונותן לו את הראוי לו אל אמונה בעל פקדון ואין ,7,19,825,1176,0.6219512195121951,0.6219512195121951,0.6219512195121951
826,ref-bible.0105.32.4.8-ref-bible.0105.32.4.14,ref-sifre-d.304.1.40-ref-sifre-d.304.1.46,405863,405896,67774,67780,ref-bible.105.32.4.8,ref-bible.105.32.4.14,290660,290693,48651,48657,ref-sifre-d.304.1.40,ref-sifre-d.304.1.46,אל אמונה ואין עול צדיק וישר הוא ,אל אמונה ואין עול צדיק וישר הוא ,7,7,826,1118,0.0,0.0,0.0
