baseOrig,compOrig,baseCharStart,baseCharEnd,baseRefStart,baseRefEnd,compCharStart,compCharEnd,compRefStart,compRefEnd,baseStr,compStr,bRange,cRange,compOrder,grp-ref-bible,baseOrder,grp-ref-mek,dam-lev,jac,id
ref-mek.4.4.2.121-ref-mek.4.4.2.125,ref-bible.0301.78.28.1-ref-bible.301.78.28.5,190001,190032,ref-mek.4.4.2.121,ref-mek.4.4.2.125,1206145,1206176,ref-bible.0301.78.28.1,ref-bible.0301.78.28.5,ויפל בקרב מחנהו סביב למשכנותם ,ויפל בקרב מחנהו סביב למשכנתיו ,5,5,1425,1424.0,871,871.0,0.1,0.33333333333333337,3090000756
ref-mek.4.4.2.128-ref-mek.4.4.2.145,ref-bible.0104.11.31.9-ref-bible.104.11.31.20,190046,190142,ref-mek.4.4.2.128,ref-mek.4.4.2.145,281539,281604,ref-bible.0104.11.31.9,ref-bible.0104.11.31.20,ויטוש על המחנה כדרך יום דרך בינונית עשרה פרסאות כה הרי עשרים כדרך יום כה הרי ארבעים וכאמתים ,ויטש על המחנה כדרך יום כה וכדרך יום כה סביבות המחנה וכאמתים ,18,12,734,732.0,872,872.0,0.5,0.5384615384615384,3090000757
ref-mek.4.4.2.265-ref-mek.4.4.2.282,ref-bible.0104.11.33.7-ref-bible.104.11.35.7,190796,190887,ref-mek.4.4.2.265,ref-mek.4.4.2.282,281774,281929,ref-bible.0104.11.33.7,ref-bible.0104.11.35.7,ואף ה' חרה בעם וגו' ויך ה' בהם מכה רבה מאד מקברות התאוה נסעו העם מחצרות וכי מחצרות ,ואף יהוה חרה בעם ויך יהוה בעם מכה רבה מאד ויקרא את שם המקום ההוא קברות התאוה כי שם קברו את העם המתאוים מקברות התאוה נסעו העם חצרות ויהיו בחצרות ,18,30,735,735.0,873,873.0,0.5208333333333334,0.4117647058823529,3090000758
ref-mek.4.4.2.276-ref-mek.4.4.2.285,ref-bible.0104.33.16.5-ref-bible.104.33.18.3,190842,190905,ref-mek.4.4.2.276,ref-mek.4.4.2.285,330360,330427,ref-bible.0104.33.16.5,ref-bible.0104.33.18.3,מקברות התאוה נסעו העם מחצרות וכי מחצרות נסעו ובחצרות חנו ,בקברת התאוה ויסעו מקברת התאוה ויחנו בחצרת ויסעו מחצרת ויחנו ,10,10,787,787.0,874,873.0,0.45,0.7,3090000759
ref-mek.4.4.2.295-ref-mek.4.4.2.303,ref-bible.0102.16.13.8-ref-bible.102.16.14.3,190957,191009,ref-mek.4.4.2.295,ref-mek.4.4.2.303,137929,137978,ref-bible.0102.16.13.8,ref-bible.0102.16.14.3,ובבקר היתה שכבת הטל לענין שאמרנו ותעל שכבת הטל ,ובבקר היתה שכבת הטל סביב למחנה ותעל שכבת הטל ,9,9,327,327.0,875,875.0,0.1702127659574468,0.4444444444444444,3090000760
ref-mek.4.4.3.15-ref-mek.4.4.3.34,ref-bible.0102.16.13.10-ref-bible.0102.16.14.9,191241,191345,ref-mek.4.4.3.15,ref-mek.4.4.3.34,137941,138007,ref-bible.0102.16.13.10,ref-bible.0102.16.14.9,ותעל שכבת הטל והנה על פני המדבר דק מחספס,שכבת הטל סביב למחנה ותעל שכבת הטל והנה על פני המדבר דק מחספס,19,13,328,328.0,876,876.0,0.3333333333333333,0.18181818181818177,3090000761
ref-mek.4.4.3.126-ref-mek.4.4.3.132,ref-bible.0303.33.24.1-ref-bible.303.33.24.7,191830,191869,ref-mek.4.4.3.126,ref-mek.4.4.3.132,1323469,1323508,ref-bible.0303.33.24.1,ref-bible.0303.33.24.7,ויחננו ויאמר פדעהו מרדת שחת מצאתי כפר ,ויחננו ויאמר פדעהו מרדת שחת מצאתי כפר ,7,7,1534,1533.0,878,878.0,0.0,0.0,3090000762
ref-mek.4.4.3.196-ref-mek.4.4.3.201,ref-bible.0301.78.23.1-ref-bible.301.78.23.6,192168,192201,ref-mek.4.4.3.196,ref-mek.4.4.3.201,1205957,1205990,ref-bible.0301.78.23.1,ref-bible.0301.78.23.6,ויצו שחקים ממעל ודלתי שמים פתח ,ויצו שחקים ממעל ודלתי שמים פתח ,6,6,1422,1422.0,879,879.0,0.0,0.0,3090000763
ref-mek.4.4.4.77-ref-mek.4.4.4.84,ref-bible.0301.78.25.1-ref-bible.301.78.25.8,192844,192881,ref-mek.4.4.4.77,ref-mek.4.4.4.84,1206031,1206068,ref-bible.0301.78.25.1,ref-bible.0301.78.25.8,לחם אבירים אכל איש צדה שלח להם לשובע ,לחם אבירים אכל איש צידה שלח להם לשבע ,8,8,1423,1423.0,880,880.0,0.05405405405405406,0.0,3090000764
ref-mek.4.5.3.4-ref-mek.4.5.3.26,ref-bible.0102.16.17.5-ref-bible.102.16.20.4,193307,193433,ref-mek.4.5.3.4,ref-mek.4.5.3.26,138248,138395,ref-bible.0102.16.17.5,ref-bible.0102.16.20.4,וילקטו המרבה וההמעיט וימודו בעומר ולא העדיף המרבה והממעיט לא החסיר וגו' ויאמר איש אל יותר ממנו עד בקר ולא שמעו אל משה ,וילקטו המרבה והממעיט וימדו בעמר ולא העדיף המרבה והממעיט לא החסיר איש לפי אכלו לקטו ויאמר משה אלהם איש אל יותר ממנו עד בקר ולא שמעו אל משה ,23,28,330,330.0,881,881.0,0.2028985507246377,0.2857142857142857,3090000765
ref-mek.4.5.3.35-ref-mek.4.5.3.45,ref-bible.0102.16.20.4-ref-bible.102.16.20.12,193484,193551,ref-mek.4.5.3.35,ref-mek.4.5.3.45,138392,138441,ref-bible.0102.16.20.4,ref-bible.0102.16.20.12,אנשים טובים לא הותירו אנשים שאינן טובים הותירו וירם תולעים ויבאש ,משה ויותרו אנשים ממנו עד בקר וירם תולעים ויבאש ,11,9,331,330.0,882,882.0,0.4153846153846154,0.5454545454545454,3090000766
ref-mek.4.5.3.61-ref-mek.4.5.4.4,ref-bible.0102.16.20.12-ref-bible.102.16.21.4,193636,193726,ref-mek.4.5.3.61,ref-mek.4.5.4.4,138435,138481,ref-bible.0102.16.20.12,ref-bible.0102.16.21.4,הבאיש וגו' ויקצוף עליהם משה כעס עליהם ואמר להם מפני מה עשיתם כן וילקטו אותו בבקר בבקר ,ויבאש ויקצף עלהם משה וילקטו אתו בבקר בבקר ,17,8,332,330.0,883,883.0,0.5465116279069767,0.5,3090000767
ref-mek.4.5.4.83-ref-mek.4.5.5.10,ref-bible.0102.16.22.1-ref-bible.102.16.22.15,194177,194282,ref-mek.4.5.4.83,ref-mek.4.5.5.10,138512,138595,ref-bible.0102.16.22.1,ref-bible.0102.16.22.15,ויהי ביום הששי לקטו וגו' רבי יהושע אומר זה לחם כפול שני העומר לאחד ויבאו כל נשיאי העדה אמרו לו משה ,ויהי ביום הששי לקטו לחם משנה שני העמר לאחד ויבאו כל נשיאי העדה ויגידו למשה ,21,15,333,333.0,884,884.0,0.35353535353535354,0.42105263157894735,3090000768
ref-mek.4.5.5.21-ref-mek.4.5.5.36,ref-bible.0102.16.23.1-ref-bible.102.16.23.15,194329,194398,ref-mek.4.5.5.21,ref-mek.4.5.5.36,138596,138665,ref-bible.0102.16.23.1,ref-bible.0102.16.23.15,ויאמר אליהם הוא אשר דבר ה' אמרו לו אימתי אמר להם מחר את אשר תאפו אפו ,ויאמר אלהם הוא אשר דבר יהוה שבתון שבת קדש ליהוה מחר את אשר תאפו אפו ,16,15,334,334.0,885,885.0,0.2898550724637681,0.4285714285714286,3090000769
ref-mek.4.5.5.102-ref-mek.4.5.6.12,ref-bible.0102.16.23.13-ref-bible.102.16.25.12,194723,194896,ref-mek.4.5.5.102,ref-mek.4.5.6.12,138653,138854,ref-bible.0102.16.23.13,ref-bible.0102.16.25.12,אשר תאפו אפו אפו על אפוי ובשלו על מבושל ואת כל העודף הניחו אותו למשמרת ויניחו אותו עד הבקר לענין שאמר ויאמר משה אכלוהו היום כי שבת היום לה' היום לא תמצאוהו בשדה ,אשר תאפו אפו ואת אשר תבשלו בשלו ואת כל העדף הניחו לכם למשמרת עד הבקר ויניחו אתו עד הבקר כאשר צוה משה ולא הבאיש ורמה לא היתה בו ויאמר משה אכלהו היום כי שבת היום ליהוה היום לא תמצאהו בשדה ,33,40,335,334.0,886,886.0,0.3655913978494624,0.3928571428571429,3090000770
ref-mek.4.5.6.46-ref-mek.4.5.6.56,ref-bible.0102.16.25.5-ref-bible.102.16.25.12,195068,195123,ref-mek.4.5.6.46,ref-mek.4.5.6.56,138813,138854,ref-bible.0102.16.25.5,ref-bible.0102.16.25.12,כי שבת היום לה' ומה תלמוד לומר היום לא תמצאוהו בשדה ,כי שבת היום ליהוה היום לא תמצאהו בשדה ,11,8,337,334.0,887,887.0,0.3076923076923077,0.4285714285714286,3090000771
ref-mek.4.5.6.101-ref-mek.4.5.6.107,ref-bible.0104.11.20.23-ref-bible.104.11.21.18,195348,195387,ref-mek.4.5.6.101,ref-mek.4.5.6.107,280703,280803,ref-bible.0104.11.20.23,ref-bible.0104.11.21.18,אתם מוצאים אותו ויאמר משה אכלוהו היום ,יצאנו ממצרים ויאמר משה שש מאות אלף רגלי העם אשר אנכי בקרבו ואתה אמרת בשר אתן להם ואכלו חדש ימים ,7,20,729,729.0,888,888.0,0.71875,0.736842105263158,3090000772
ref-mek.4.5.6.184-ref-mek.4.5.6.189,ref-bible.0102.16.25.1-ref-bible.102.16.26.3,195795,195829,ref-mek.4.5.6.184,ref-mek.4.5.6.189,138790,138870,ref-bible.0102.16.25.1,ref-bible.0102.16.26.3,נאמר אכלוהו היום ששת ימים תלקטוהו ,ויאמר משה אכלהו היום כי שבת היום ליהוה היום לא תמצאהו בשדה ששת ימים תלקטהו ,6,15,336,334.0,889,889.0,0.5866666666666667,0.4444444444444444,3090000773
ref-mek.4.5.7.4-ref-mek.4.6.1.7,ref-bible.0102.16.27.4-ref-bible.102.16.28.7,196052,196135,ref-mek.4.5.7.4,ref-mek.4.6.1.7,138919,138978,ref-bible.0102.16.27.4,ref-bible.0102.16.28.7,יצאו מן העם ללקוט ולא מצאו אלו מחוסרי אמנה שבישראל ויאמר ה' אל משה עד אנה מאנתם ,יצאו מן העם ללקט ולא מצאו ויאמר יהוה אל משה עד אנה מאנתם ,17,13,338,338.0,890,890.0,0.3125,0.3076923076923077,3090000774
ref-mek.4.6.1.44-ref-mek.4.6.1.49,ref-bible.0102.16.28.5-ref-bible.102.16.28.10,196339,196372,ref-mek.4.6.1.44,ref-mek.4.6.1.49,138966,138997,ref-bible.0102.16.28.5,ref-bible.0102.16.28.10,עד מתי מאנתם לשמור מצותי ותורותי ,עד אנה מאנתם לשמר מצותי ותורתי ,6,6,339,338.0,891,891.0,0.15151515151515152,0.2857142857142857,3090000775
ref-mek.4.6.1.76-ref-mek.4.6.1.91,ref-bible.0207.56.2.1-ref-bible.207.56.2.16,196500,196576,ref-mek.4.6.1.76,ref-mek.4.6.1.91,852095,852169,ref-bible.0207.56.2.1,ref-bible.0207.56.2.16,אשרי אנוש יעשה זאת ובן אדם יחזיק בה שומר שבת מחללו ושומר ידו מעשות כל רע ,אשרי אנוש יעשה זאת ובן אדם יחזיק בה שמר שבת מחללו ושמר ידו מעשות כל רע ,16,16,1154,1154.0,892,892.0,0.0273972602739726,0.0,3090000776
ref-mek.4.6.1.105-ref-mek.4.6.1.127,ref-bible.0102.16.29.1-ref-bible.102.16.29.11,196635,196736,ref-mek.4.6.1.105,ref-mek.4.6.1.127,138998,139041,ref-bible.0102.16.29.1,ref-bible.0102.16.29.11,ראו כי ה' נתן לכם השבת אמר להם משה לישראל היזהרו כי ה' נתן לכם את השבת שתשמרוה על כן הוא נותן לכם ,ראו כי יהוה נתן לכם השבת על כן הוא נתן לכם ,23,11,340,340.0,893,893.0,0.5612244897959183,0.5714285714285714,3090000777
ref-mek.4.6.1.138-ref-mek.4.6.1.147,ref-bible.0102.16.29.16-ref-bible.102.16.29.22,196787,196834,ref-mek.4.6.1.138,ref-mek.4.6.1.147,139064,139095,ref-bible.0102.16.29.16,ref-bible.0102.16.29.22,שבו איש תחתיו אלו ארבעה אמות אל יצא איש ממקומו ,שבו איש תחתיו אל יצא איש ממקמו ,10,7,341,341.0,894,894.0,0.3404255319148936,0.25,3090000778
ref-mek.4.6.3.1-ref-mek.4.6.3.18,ref-bible.0102.16.31.1-ref-bible.102.16.31.9,197333,197418,ref-mek.4.6.3.1,ref-mek.4.6.3.18,139135,139177,ref-bible.0102.16.31.1,ref-bible.0102.16.31.9,ויקראו בית ישראל את שמו מן דורשי רשומות אמרו בית ישראל קראו את שמו מן והוא כזרע גד ,ויקראו בית ישראל את שמו מן והוא כזרע גד ,18,9,342,342.0,895,895.0,0.5180722891566265,0.30000000000000004,3090000779
ref-mek.4.6.5.45-ref-mek.4.6.5.55,ref-bible.0102.16.33.8-ref-bible.102.16.33.18,198732,198792,ref-mek.4.6.5.45,ref-mek.4.6.5.55,139366,139424,ref-bible.0102.16.33.8,ref-bible.0102.16.33.18,ותן שמה מלא העומר מן והנח אותו לפני ה' למשמרת לדורותיכם ,ותן שמה מלא העמר מן והנח אתו לפני יהוה למשמרת לדרתיכם ,11,11,343,343.0,896,896.0,0.125,0.09090909090909094,3090000780
ref-mek.4.6.6.1-ref-mek.4.6.6.7,ref-bible.0102.16.35.1-ref-bible.102.16.35.7,199282,199316,ref-mek.4.6.6.1,ref-mek.4.6.6.7,139478,139512,ref-bible.0102.16.35.1,ref-bible.0102.16.35.7,ובני ישראל אכלו את המן ארבעים שנה ,ובני ישראל אכלו את המן ארבעים שנה ,7,7,344,344.0,897,897.0,0.0,0.0,3090000781
ref-mek.4.6.6.40-ref-mek.4.6.6.53,ref-bible.0201.5.11.1-ref-bible.0201.5.12.5,199480,199571,ref-mek.4.6.6.40,ref-mek.4.6.6.53,419229,419321,ref-bible.0201.5.11.1,ref-bible.0201.5.12.5,ויאכלו מעבור הארץ ממחרת הפסח מצות וקלוי בעצם היום הזה וישבת המן ממחרת באכלם מעבור,ויאכלו מעבור הארץ ממחרת הפסח מצות וקלוי בעצם היום הזה וישבת המן ממחרת באכלם מעבור,14,13,927,927.0,898,898.0,0.0,0.0,3090000782
ref-mek.4.6.6.138-ref-mek.4.6.6.152,ref-bible.0309.1.10.6-ref-bible.309.1.11.9,199998,200073,ref-mek.4.6.6.138,ref-mek.4.6.6.152,1372975,1373062,ref-bible.0309.1.10.6,ref-bible.0309.1.11.9,חמשים וארבע שנה אכלו ישראל את המן ארבעים שנה בחיי משה וארבע עשרה שנה אחר ,משנים ארבע מאות ועשרה כלים אחרים אלף כל כלים לזהב ולכסף חמשת אלפים וארבע מאות הכל ,15,16,1577,1577.0,900,900.0,0.6463414634146342,0.6875,3090000783
ref-mek.4.6.6.155-ref-mek.4.6.6.171,ref-bible.0102.16.35.1-ref-bible.102.16.35.21,200087,200163,ref-mek.4.6.6.155,ref-mek.4.6.6.171,139478,139569,ref-bible.0102.16.35.1,ref-bible.0102.16.35.21,ובני ישראל אכלו את המן שאין תלמוד לומר את המן אכלו עד בואם אל קצה ארץ כנען ,ובני ישראל אכלו את המן ארבעים שנה עד באם אל ארץ נושבת את המן אכלו עד באם אל קצה ארץ כנען ,17,21,345,344.0,901,901.0,0.2808988764044944,0.3529411764705882,3090000784
ref-mek.4.7.4.41-ref-mek.4.7.4.51,ref-bible.0104.11.12.8-ref-bible.104.11.12.14,201533,201586,ref-mek.4.7.4.41,ref-mek.4.7.4.51,279904,279940,ref-bible.0104.11.12.8,ref-bible.0104.11.12.14,ואתה אומר לי אל תקפיד כנגדן כי תאמר אלי שאהו בחיקיך ,אנכי ילדתיהו כי תאמר אלי שאהו בחיקך ,11,7,726,726.0,905,902.0,0.4230769230769231,0.6,3090000785
ref-mek.4.7.4.25-ref-mek.4.7.4.44,ref-bible.0204.21.4.18-ref-bible.204.21.5.2,201455,201549,ref-mek.4.7.4.25,ref-mek.4.7.4.44,635707,635746,ref-bible.0204.21.4.18,ref-bible.0204.21.5.2,"לאמר מה אעשה לעם הזה אמר משה לפני הקב""ה ריבונו של עולם בינך לבינם אני הרוג ואתה אומר לי אל ",ויאמר מה אתם אמרים אעשה לכם ויאמרו אל ,20,8,1010,1008.0,902,902.0,0.7032967032967034,0.8333333333333334,3090000786
ref-mek.4.7.4.41-ref-mek.4.7.4.49,ref-bible.0209.24.19.1-ref-bible.209.24.20.2,201533,201573,ref-mek.4.7.4.41,ref-mek.4.7.4.49,1026845,1026909,ref-bible.0209.24.19.1,ref-bible.0209.24.20.2,ואתה אומר לי אל תקפיד כנגדן כי תאמר אלי ,ויאמרו אלי העם הלא תגיד לנו מה אלה לנו כי אתה עשה ואמר אליהם ,9,14,1284,1284.0,904,902.0,0.6065573770491803,0.7272727272727273,3090000787
ref-mek.4.7.4.25-ref-mek.4.7.4.52,ref-bible.0310.2.19.13-ref-bible.310.2.20.8,201455,201591,ref-mek.4.7.4.25,ref-mek.4.7.4.52,1396000,1396096,ref-bible.0310.2.19.13,ref-bible.0310.2.20.8,"לאמר מה אעשה לעם הזה אמר משה לפני הקב""ה ריבונו של עולם בינך לבינם אני הרוג ואתה אומר לי אל תקפיד כנגדן כי תאמר אלי שאהו בחיקיך והם ",ויאמרו מה הדבר הזה אשר אתם עשים העל המלך אתם מרדים ואשיב אותם דבר ואומר להם אלהי השמים הוא ,28,19,1579,1579.0,903,902.0,0.6717557251908397,0.8275862068965517,3090000788
ref-mek.4.7.5.28-ref-mek.4.7.5.49,ref-bible.0102.17.5.5-ref-bible.102.17.5.17,201851,201965,ref-mek.4.7.5.28,ref-mek.4.7.5.49,139958,140020,ref-bible.0102.17.5.5,ref-bible.0102.17.5.17,עבור לפני העם ודייגש ליה ימלל וקח אתך מזקני ישראל לעדות שלא יאמרו מעיינות היו שם ומטך אשר הכית בו את היאור ,עבר לפני העם וקח אתך מזקני ישראל ומטך אשר הכית בו את היאר ,22,13,346,346.0,906,906.0,0.45794392523364486,0.368421052631579,3090000789
ref-mek.4.7.5.99-ref-mek.4.7.5.105,ref-bible.0101.19.11.2-ref-bible.101.19.12.3,202244,202281,ref-mek.4.7.5.99,ref-mek.4.7.5.105,30984,31070,ref-bible.0101.19.11.2,ref-bible.0101.19.12.3,ואנשי בית שמש שנאמר ויך באנשי בית ,האנשים אשר פתח הבית הכו בסנורים מקטן ועד גדול וילאו למצא הפתח ויאמרו האנשים אל ,7,15,35,34.0,909,907.0,0.7215189873417721,0.8666666666666667,3090000790
ref-mek.4.7.5.96-ref-mek.4.7.5.104,ref-bible.0203.6.18.28-ref-bible.0203.6.19.12,202232,202277,ref-mek.4.7.5.96,ref-mek.4.7.5.104,528597,528666,ref-bible.0203.6.18.28,ref-bible.0203.6.19.12,בית השמשי ויך באנשי בית שמש כי ראו בארון יהוה ויך בעם שבעים איש,בית השמשי ויך באנשי בית שמש כי ראו בארון יהוה ויך בעם שבעים איש,9,14,972,972.0,907,907.0,0.0,0.0,3090000791
ref-mek.4.7.5.128-ref-mek.4.7.5.136,ref-bible.0204.6.11.10-ref-bible.204.6.12.3,202388,202431,ref-mek.4.7.5.128,ref-mek.4.7.5.136,598746,598797,ref-bible.0204.6.11.10,ref-bible.0204.6.12.3,ויברך ה' את עובד אדום וגו' ויגד למלך דוד ,ויברך יהוה את עבד אדם ואת כל ביתו ויגד למלך דוד ,9,11,988,988.0,912,910.0,0.3125,0.30000000000000004,3090000792
ref-mek.4.7.5.121-ref-mek.4.7.5.132,ref-bible.0204.11.11.1-ref-bible.0204.11.11.13,202351,202410,ref-mek.4.7.5.121,ref-mek.4.7.5.132,607187,607266,ref-bible.0204.11.11.1,ref-bible.0204.11.11.13,ויאמר אוריה אל דוד הארון וישראל ויהודה ישבים בסכות ואדני יואב ועבדי אדני,ויאמר אוריה אל דוד הארון וישראל ויהודה ישבים בסכות ואדני יואב ועבדי אדני,7,13,992,992.0,910,910.0,0.0,0.0,3090000793
ref-mek.4.7.5.134-ref-mek.4.7.5.142,ref-bible.0204.17.21.6-ref-bible.204.17.21.12,202416,202462,ref-mek.4.7.5.134,ref-mek.4.7.5.142,624943,624981,ref-bible.0204.17.21.6,ref-bible.0204.17.21.12,ויגד למלך דוד וגו' וילך דוד ויעל וגו' אמרו ,וילכו ויגדו למלך דוד ויאמרו אל דוד ,9,7,1002,1002.0,913,910.0,0.5581395348837209,0.375,3090000794
ref-mek.4.7.5.163-ref-mek.4.7.6.3,ref-bible.0102.17.5.12-ref-bible.102.17.6.3,202570,202622,ref-mek.4.7.5.163,ref-mek.4.7.6.3,139994,140051,ref-bible.0102.17.5.12,ref-bible.0102.17.6.3,ומטך אשר הכית בו וגו' מפני התרעומת הנני עומד לפניך ,ומטך אשר הכית בו את היאר קח בידך והלכת הנני עמד לפניך ,10,12,347,346.0,914,914.0,0.35185185185185186,0.5714285714285714,3090000795
ref-mek.4.7.6.38-ref-mek.4.7.7.40,ref-bible.0102.17.6.8-ref-bible.0102.17.7.8,202787,203053,ref-mek.4.7.6.38,ref-mek.4.7.7.40,140070,140185,ref-bible.0102.17.6.8,ref-bible.0102.17.7.8,והכית בצור ויצאו ממנו מים ושתה העם ויעש כן משה לעיני זקני ישראל ויקרא שם המקום מסה ומריבה,והכית בצור ויצאו ממנו מים ושתה העם ויעש כן משה לעיני זקני ישראל ויקרא שם המקום מסה ומריבה,14,18,348,348.0,915,915.0,0.0,0.0,3090000796
ref-mek.4.7.7.77-ref-mek.5.1.1.2,ref-bible.0102.17.7.6-ref-bible.102.17.8.2,203221,203293,ref-mek.4.7.7.77,ref-mek.5.1.1.2,140169,140244,ref-bible.0102.17.7.6,ref-bible.0102.17.8.2,על ריב בני ישראל ועל נסותם את ה' לאמר היש ה' בקרבנו אם אין ויבא עמלק ,על ריב בני ישראל ועל נסתם את יהוה לאמר היש יהוה בקרבנו אם אין ויבא עמלק ,16,16,351,348.0,918,918.0,0.09722222222222222,0.07692307692307687,3090000797
ref-mek.5.1.1.18-ref-mek.5.1.1.25,ref-bible.0303.8.11.1-ref-bible.303.8.11.8,203370,203407,ref-mek.5.1.1.18,ref-mek.5.1.1.25,1299434,1299469,ref-bible.0303.8.11.1,ref-bible.0303.8.11.8,היגאה גומא בלא ביצה ישגא אחו בלי מים ,היגאה גמא בלא בצה ישגה אחו בלי מים ,8,8,1517,1517.0,919,919.0,0.08108108108108109,0.0,3090000798
ref-mek.5.1.1.28-ref-mek.5.1.1.35,ref-bible.0303.8.11.2-ref-bible.303.8.11.8,203418,203459,ref-mek.5.1.1.28,ref-mek.5.1.1.35,1299441,1299469,ref-bible.0303.8.11.2,ref-bible.0303.8.11.8,לגומא להתגדל בלא ביצה הישגא אחו בלי מים ,גמא בלא בצה ישגה אחו בלי מים ,8,7,1518,1517.0,920,920.0,0.3,0.16666666666666663,3090000799
ref-mek.5.1.1.166-ref-mek.5.1.1.176,ref-bible.0102.15.4.2-ref-bible.102.15.4.10,204135,204197,ref-mek.5.1.1.166,ref-mek.5.1.1.176,135352,135399,ref-bible.0102.15.4.2,ref-bible.0102.15.4.10,שטבעו הקדוש ברוך הוא בים סוף שנאמר וניער פרעה וחילו בים ,פרעה וחילו ירה בים ומבחר שלשיו טבעו בים סוף ,11,9,279,277.0,921,921.0,0.6607142857142857,0.75,3090000800
ref-mek.5.1.1.221-ref-mek.5.1.1.230,ref-bible.0104.13.29.1-ref-bible.104.13.29.9,204419,204481,ref-mek.5.1.1.221,ref-mek.5.1.1.230,284455,284510,ref-bible.0104.13.29.1,ref-bible.0104.13.29.9,עמלק יושב בארץ הנגב החתי והחוי והיבוסי והאמורי יושב בהר ,עמלק יושב בארץ הנגב והחתי והיבוסי והאמרי יושב בהר ,10,9,743,743.0,922,922.0,0.125,0.11111111111111116,3090000801
ref-mek.5.1.1.285-ref-mek.5.1.1.297,ref-bible.0313.24.22.15-ref-bible.313.24.23.7,204772,204838,ref-mek.5.1.1.285,ref-mek.5.1.1.297,1559496,1559552,ref-bible.0313.24.22.15,ref-bible.0313.24.23.7,אמר ירא אלהים וידרוש מה ענשו ויהי לתקופת השנה עלה עליו חיל ארם ,אמר ירא יהוה וידרש ויהי לתקופת השנה עלה עליו חיל ארם ,13,11,1647,1647.0,923,923.0,0.20634920634920634,0.19999999999999996,3090000802
ref-mek.5.1.1.313-ref-mek.5.1.1.324,ref-bible.0313.19.6.2-ref-bible.0313.19.6.11,204907,204967,ref-mek.5.1.1.313,ref-mek.5.1.1.324,1548575,1548619,ref-bible.0313.19.6.2,ref-bible.0313.19.6.11,אל השפטים ראו מה אתם עשים כי לא לאדם תשפטו,אל השפטים ראו מה אתם עשים כי לא לאדם תשפטו,10,10,1644,1644.0,925,925.0,0.0,0.0,3090000803
